page_id,ui_function,label_cs,binding_kind,backend_operation,permission,dashboard,dashboard_surface,chat,validation,audit,enabled_when,disabled_when,confirmation
central.chat,chat.returnAi,Vrátit AI,CANONICAL_OPERATION,chat.browser.control.returnToAi,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,OWNER holds current control lease AND AI consumer attached AND challenge resolved,OWNER not controller OR stale epoch OR unresolved challenge,NONE
central.chat,chat.pickTarget,Vybrat prvek,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,live preview current and document identity current,no current document OR preview stale,NONE
central.chat,chat.loginHuman,Přihlásit se,CANONICAL_OPERATION,chat.browser.control.acquire,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,typed login/challenge pending,no challenge/login flow,NONE
central.chat,chat.saveAccount,Uložit účet,CANONICAL_OPERATION,browser.account.save,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,authenticated account marker verified and state save eligible,account not verified OR possible mutation unresolved,NONE
central.chat,chat.closeBrowser,Zavřít relaci,CANONICAL_OPERATION,browser.session.close,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,session closeable and no blocking unknown effect,reconciliation/manual-review blocks destructive close,IMPACT_IF_NONIDLE
dashboard,dashboard.fit,Přizpůsobit,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,canvas loaded,canvas unavailable,NONE
dashboard,dashboard.connect,Propojit,CANONICAL_OPERATION,binding.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,"source,target selected AND compatibility PASS AND versions current",missing endpoint OR incompatible/stale contract,NONE
dashboard,dashboard.disconnect,Odpojit,CANONICAL_OPERATION,binding.remove,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,active binding selected and impact preview complete,binding not removable OR protected activation set,IMPACT_PREVIEW
dashboard,dashboard.bindSecret,Připojit secret,CANONICAL_OPERATION,secret.bind,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,source revision and secret version selector valid,wildcard/invalid target OR stale revision,NONE
dashboard,dashboard.activate,Aktivovat,CANONICAL_OPERATION,component.activate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,all blocking readiness gates PASS and candidate current,any gate not PASS OR current pointer conflict,NONE
dashboard,dashboard.enable,Zapnout,CANONICAL_OPERATION,component.enable,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,action registry enables for current state,already enabled OR lifecycle/readiness disallows,NONE
dashboard,dashboard.disable,Vypnout,CANONICAL_OPERATION,component.disable,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,action registry enables for current state,already disabled OR transition forbidden,IMPACT_PREVIEW
dashboard,dashboard.repair,Opravit,CANONICAL_OPERATION,component.repair.request,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,repair eligible and no duplicate active repair,no evidence/eligible target OR repair already active,NONE
dashboard,dashboard.recertify,Recertifikovat,CANONICAL_OPERATION,component.recertify,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,component registered and recertifiable,terminal/deregistered OR run already active,NONE
dashboard,dashboard.e2e,Spustit E2E,CANONICAL_OPERATION,component.e2e.start,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,scenario exists and dependencies ready,no scenario OR readiness blocker,NONE
dashboard,dashboard.detail,Otevřít detail,CANONICAL_OPERATION,component.read,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.history,Zobrazit historii,CANONICAL_OPERATION,log.query,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.lastRun,Poslední běh,DYNAMIC_CANONICAL_DISPATCH,agent.run.list / browser.automation.run.list / generation.job.list / selfTest.run.list / acceptance.run.list / runtime.execution.list,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.inputs,Zobrazit vstupy,CANONICAL_OPERATION,log.query,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.outputs,Zobrazit výstupy,CANONICAL_OPERATION,log.query,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.files,Zobrazit soubory,DYNAMIC_CANONICAL_DISPATCH,generation.artifact.list / browser.automation.artifact.list / browser.session.artifact.list,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.contextChat,Zeptat se v chatu,CANONICAL_OPERATION,chat.conversation.create,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.remove,Odstranit prvek,CANONICAL_OPERATION,component.deregister,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",IMPACT_PREVIEW
dashboard,dashboard.start,Spustit prvek,CANONICAL_OPERATION,runtime.instance.start,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.stop,Zastavit prvek,CANONICAL_OPERATION,runtime.stop,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",IMPACT_IF_NONIDLE
dashboard,dashboard.restart,Restartovat prvek,CANONICAL_OPERATION,runtime.instance.restart,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",IMPACT_IF_NONIDLE
dashboard,dashboard.status,Zkontrolovat stav,CANONICAL_OPERATION,component.state.request,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.logs,Zobrazit log,CANONICAL_OPERATION,log.query,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
dashboard,dashboard.copy,Kopírovat data,CLIENT_ONLY,CLIENT_ONLY,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,object action menu + detail panel,CLIENT_ACTION_CARD,See binding and operation schema; semantic payload validation not proven by this projection,ui.action.requested,OWNER gesture; authorized preview data selected; secure context,no authorized selection or clipboard unavailable; selectable-text fallback shown,NONE
generation,gen.create,Nové zadání,CANONICAL_OPERATION,generation.job.create,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,authenticated and base capability available,create pending OR platform recovery barrier,NONE
generation,gen.send,Odeslat,CANONICAL_OPERATION,generation.message.append,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,nonempty message/source and job nonterminal,job terminal OR no input,NONE
generation,gen.steer,Upravit směr,CANONICAL_OPERATION,generation.turn.interrupt,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,job nonterminal and current phase steerable,mutation reconciliation/manual review OR terminal,NONE
generation,gen.approveSpec,Schválit specifikaci,CANONICAL_OPERATION,generation.spec.approve,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,"spec current, all required questions resolved, validation PASS","open question, stale revision, invalid spec, missing authority",NONE
generation,gen.resolveBlocker,Vyřešit blocker,CANONICAL_OPERATION,generation.blocker.resolve,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,blocker OPEN and required input valid,no open blocker OR invalid/stale blocker,NONE
generation,gen.retry,Opakovat,CANONICAL_OPERATION,generation.job.retry,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,current failed phase exposes retry directive allowing retry,unknown effect/manual review/no retry directive,NONE
generation,gen.cancel,Zrušit,CANONICAL_OPERATION,generation.job.cancel,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,job cancellable and nonterminal,terminal OR cancellation already committed,NONE
generation,gen.selftest,Spustit self-test,CANONICAL_OPERATION,selfTest.run.start,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,job has testable artifacts/object refs,nothing testable OR conflicting run,NONE
generation,gen.bypass,Obejít blokaci,FORBIDDEN,FORBIDDEN,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,NEVER,ALWAYS,NONE
generation,gen.editSpec,Upravit zadání,CANONICAL_OPERATION,generation.spec.propose,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,workspace command menu + in-place generation panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
generation,gen.reviewSpec,Zkontrolovat zadání,CANONICAL_OPERATION,generation.spec.precheck,AUTHENTICATED_OWNER_FULL_WITH_CANONICAL_OPERATION_GUARDS,AVAILABLE,workspace command menu + in-place generation panel,CANONICAL_DISPATCH,See binding and operation schema; semantic payload validation not proven by this projection,operation.invoked,authenticated OWNER; selected object/current revision valid; canonical action guard passes,"missing selection, stale snapshot, unknown outcome or failed canonical guard",NONE
agents,agent.newRevision,Nová revize,CLIENT_ONLY,CLIENT_ONLY,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,agent exists and lifecycle allows revision,terminal/deregistered OR create pending,NONE
agents,agent.saveRevision,Uložit revizi,CANONICAL_OPERATION,agent.revision.publish,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,candidate dirty and local/schema validation PASS,read-only active revision OR validation errors,NONE
agents,agent.validate,Validovat,CANONICAL_OPERATION,agent.revision.validate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,candidate/current revision exists,no revision OR validation active,NONE
agents,agent.run,Spustit,CANONICAL_OPERATION,agent.run.start,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,"active ready revision, bindings current, OpenAI configured",not active/ready OR stale binding OR OPENAI_CONFIGURATION_REQUIRED,NONE
agents,agent.pause,Pozastavit,CANONICAL_OPERATION,agent.run.pause,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,run supports pause and nonterminal,no run OR phase not pausable,NONE
agents,agent.resume,Pokračovat,CANONICAL_OPERATION,agent.run.resume,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,paused checkpoint current and dependencies valid,stale checkpoint/binding/model capability,NONE
agents,agent.cancel,Zrušit,CANONICAL_OPERATION,agent.run.cancel,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,run cancellable,terminal/unknown effect barrier,NONE
agents,agent.activate,Aktivovat,CANONICAL_OPERATION,agent.revision.activate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,promotion/eval/readiness PASS,any blocking gate not PASS,NONE
agents,agent.rollback,Rollback,CANONICAL_OPERATION,agent.revision.activate,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,valid rollback point exists and safety checks PASS,no rollback point OR incompatible migration/effect,IMPACT_PREVIEW
mcp,mcp.discover,server/discover,CANONICAL_OPERATION,mcp.server.discover,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,selected endpoint/auth binding valid,no endpoint OR auth/binding invalid,NONE
mcp,mcp.send,Odeslat request,DYNAMIC_CANONICAL_DISPATCH,mcp.server.discover / mcp.tools.list / mcp.tools.call / mcp.resources.list / mcp.resources.templates.list / mcp.resources.read / mcp.prompts.list / mcp.prompts.get / mcp.subscription.listen / mcp.task.get / mcp.task.update / mcp.task.cancel,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,all request fields valid and selected contract current,malformed/mismatch/stale contract/binding,NONE
mcp,mcp.cancel,Zrušit,DYNAMIC_CANONICAL_DISPATCH,mcp.tools.cancel / mcp.task.cancel / mcp.subscription.cancel,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,current operation cancellable,terminal/noncancellable/unknown-effect reconciliation,NONE
mcp,mcp.verify,Ověřit,CANONICAL_OPERATION,mcp.wire.verify,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,NOT_DECLARED_IN_ACTION_RECORD,See binding and operation schema; semantic payload validation not proven by this projection,NOT_DECLARED_IN_ACTION_RECORD,server revision selected,verification active OR no revision,NONE
